"Model","Threshold","ROC_AUC","Accuracy","Precision","Recall","F1_Score","Specificity"
"Tuned XGBoost",0.2,0.671565193940291,0.691869186918692,0.274322169059011,0.516206482593037,0.358258696104978,0.726989079563182
