"Model","Threshold","Accuracy","Kappa","Precision","Recall","F1_Score","Sensitivity","Specificity","ROC_AUC"
"Tuned XGBoost",0.2,0.691869186918692,0.179780927687862,0.274322169059011,0.516206482593037,0.358258696104978,0.516206482593037,0.726989079563182,0.671565193940291
