"Model","Accuracy","Kappa","Precision","Recall","F1_Score","Sensitivity","Specificity","ROC_AUC"
"Tuned_Gradient_Boosting",0.834083408340834,0.0101440840885242,0.733333333333333,0.00660264105642257,0.0130874479476502,0.00660264105642257,0.999519980799232,0.678961156045281
